Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
29.74,53.77,40.06,3,9,41,2,0,2
33.98,67.67,62.06,0,5,10,10,15,5
28.91,67.6,39.3,3,7,9,4,12,5
26.09,50.03,60.84,4,4,10,17,15,3
29.22,54.96,70.0,0,2,32,0,0,0
27.68,66.84,28.69,0,5,9,18,20,4
21.94,46.3,27.7,2,8,10,0,14,1
32.27,54.7,59.44,4,2,9,2,39,5
29.59,47.26,67.15,2,2,36,0,0,1
38.97,61.93,48.53,0,9,37,0,0,5
40.0,63.37,45.26,4,3,36,0,0,1
32.81,73.39,41.77,4,7,6,2,36,4
36.48,66.13,30.41,0,1,13,4,9,5
31.25,67.15,42.57,4,9,45,4,1,2
24.83,57.76,31.75,4,2,17,0,23,1
29.72,53.18,42.19,4,1,19,3,33,5
27.26,43.94,42.1,2,6,22,0,21,1
34.34,55.85,27.98,0,10,39,0,0,4
23.7,41.13,58.8,4,2,8,15,14,6
33.32,71.88,37.86,2,8,8,4,32,3
27.34,55.87,43.75,1,7,38,0,0,0
22.71,49.95,45.22,2,9,6,12,23,1
29.55,59.76,58.15,1,10,12,0,12,1
33.39,53.49,50.08,4,9,13,5,17,4
31.64,68.77,39.39,4,2,37,0,0,3
23.18,46.72,29.53,0,6,16,17,7,2
24.94,66.7,66.09,4,7,7,0,10,2
21.74,44.09,59.39,4,0,10,17,19,6
30.28,63.74,54.26,2,7,35,0,0,2
23.22,49.73,51.54,1,7,20,0,22,3
29.69,47.64,46.87,1,2,25,3,20,1
35.79,55.43,70.0,0,3,15,7,16,5
38.68,77.89,35.76,2,3,10,11,26,1
34.07,60.31,40.04,3,0,13,0,40,3
29.16,66.79,59.72,4,2,22,0,22,2
36.5,69.77,62.08,2,2,12,2,44,0
27.05,63.35,58.77,3,6,7,17,13,5
31.49,71.13,61.76,0,0,10,0,33,4
30.84,59.19,45.38,2,10,21,0,23,1
34.3,52.7,60.28,4,10,9,8,25,3
31.13,73.3,29.78,2,0,3,3,29,5
28.87,58.01,36.28,4,9,28,2,20,3
36.02,63.58,41.22,3,9,8,4,13,1
35.93,59.27,55.76,4,5,35,4,0,5
32.15,54.75,62.62,2,1,12,2,38,5
23.42,58.34,36.7,1,4,43,4,2,4
24.23,54.91,32.3,2,3,10,20,17,3
28.51,48.44,45.73,0,1,12,1,33,6
32.06,55.34,56.8,4,6,14,0,36,5
31.18,54.19,43.3,2,9,40,0,0,2
33.59,54.6,51.9,2,0,10,0,45,6
30.36,59.8,70.0,3,4,17,0,31,6
28.79,64.17,68.25,4,9,7,14,26,3
28.74,44.89,43.99,0,1,18,1,22,1
32.33,48.88,31.39,0,8,32,2,0,5
39.12,61.14,51.1,3,4,12,20,21,6
34.71,54.08,46.09,2,4,11,0,12,6
30.34,64.88,34.89,4,0,14,0,9,2
27.59,52.12,42.52,3,9,12,3,40,2
35.14,69.39,45.5,0,10,12,0,39,6
29.61,55.37,42.37,1,0,44,0,4,0
27.8,61.15,38.19,0,9,16,0,40,1
39.34,73.55,37.74,4,0,12,1,41,0
25.49,58.9,27.75,4,3,10,0,10,0
30.35,62.68,46.39,0,1,38,0,1,3
29.31,65.11,40.63,0,9,20,0,23,1
30.84,76.53,34.0,2,1,11,0,39,6
34.51,54.23,48.09,2,8,21,0,23,5
29.97,59.98,41.02,2,9,21,2,24,0
29.54,46.05,47.43,1,3,10,22,13,0
29.6,65.96,27.64,4,3,18,2,21,5
32.18,62.78,23.55,2,7,4,4,30,3
32.29,62.31,33.23,4,9,39,4,1,0
36.35,69.02,43.17,2,8,11,14,18,4
37.33,59.48,53.07,1,10,14,0,38,5
38.06,52.11,41.53,1,2,10,4,43,1
29.52,68.99,56.83,4,6,14,3,33,3
40.0,78.86,52.13,1,8,10,9,28,2
22.07,51.67,51.97,1,9,20,0,26,1
30.67,50.16,40.76,0,1,14,0,10,2
25.98,62.89,61.12,3,5,11,5,34,0
29.25,53.85,33.95,3,3,18,1,20,1
26.51,60.56,35.77,2,0,10,0,9,5
26.7,52.31,61.77,1,8,10,6,29,5
25.95,62.86,51.74,1,5,21,0,25,3
24.2,60.2,34.14,2,5,19,4,27,4
23.0,52.82,37.28,1,4,24,0,28,5
31.77,57.58,49.46,4,8,10,0,11,3
30.35,73.19,41.73,4,2,3,21,21,2
32.72,56.31,41.59,4,6,9,0,9,2
32.17,56.59,62.96,1,5,11,10,26,4
29.6,58.17,40.56,3,4,17,4,38,5
29.06,62.14,45.05,3,2,3,18,16,4
25.43,50.72,42.78,1,8,44,0,2,6
31.93,61.7,61.0,2,7,3,11,29,2
38.76,72.35,28.4,0,7,18,0,16,4
22.95,47.87,42.49,3,8,7,14,17,1
35.14,69.77,31.06,4,2,18,0,20,0
22.81,48.89,28.47,2,3,16,0,11,3
38.07,62.7,66.49,3,3,31,0,0,3
24.17,62.74,42.08,0,10,39,0,3,2
29.03,66.58,27.4,2,2,39,0,4,4
37.98,57.42,48.64,2,7,4,0,8,0
24.2,63.32,30.41,3,8,14,21,16,2
39.47,72.83,59.41,4,9,13,1,40,4
32.72,59.26,37.37,2,4,38,2,4,0
23.61,40.7,39.71,1,6,6,18,12,1
24.04,65.32,45.42,1,2,7,0,11,3
26.11,65.75,70.0,3,9,5,8,26,2
32.02,53.18,50.78,4,1,21,3,17,6
29.17,59.16,55.51,2,10,14,18,8,1
28.74,54.8,58.08,0,4,12,0,7,1
28.05,53.77,30.81,2,7,35,4,1,3
30.96,57.8,42.72,3,8,39,3,0,1
32.12,70.24,29.28,3,0,10,0,35,3
31.52,56.11,29.79,1,7,22,2,21,6
39.41,63.5,41.68,0,5,17,0,10,0
24.4,59.68,29.94,1,6,9,19,19,1
37.61,56.44,61.31,4,3,6,13,31,2
26.71,59.61,29.75,4,0,31,1,1,4
35.3,65.91,61.45,0,7,38,2,4,4
26.25,48.11,47.36,1,5,8,14,13,5
23.41,47.11,60.88,4,3,34,0,0,1
26.86,58.4,49.47,2,4,15,15,10,1
30.4,64.62,29.5,1,7,23,0,22,3
31.84,63.65,43.05,1,6,9,3,10,2
35.66,67.28,53.18,2,6,9,15,21,0
32.88,53.21,20.0,0,6,4,9,25,2
27.68,46.99,22.43,0,0,35,2,0,2
31.06,58.96,32.69,4,4,13,0,41,5
29.43,42.86,23.41,1,1,14,16,12,5
33.89,55.98,45.78,4,4,10,7,32,3
37.59,73.0,62.01,3,2,13,0,37,0
27.06,58.24,46.67,4,8,7,13,11,3
32.94,59.38,30.73,0,6,38,0,0,1
28.39,51.88,59.74,2,5,6,5,33,5
31.18,55.41,33.33,0,0,19,2,41,2
26.88,60.42,29.07,0,0,8,20,13,3
28.78,46.7,36.68,1,9,21,3,22,4
22.15,54.75,39.9,1,0,24,0,20,4
34.37,52.58,39.35,3,6,5,13,10,0
38.93,72.2,68.8,3,9,16,4,36,6
33.86,61.51,60.88,2,8,9,5,28,0
29.29,49.2,35.91,3,1,16,1,40,0
26.65,61.13,36.81,2,1,20,0,19,0
23.94,46.32,39.99,0,4,19,4,19,6
30.97,58.0,39.5,4,4,20,0,19,3
30.01,51.08,29.77,0,9,38,2,0,5
27.0,61.54,48.67,4,8,22,0,23,2
23.87,50.93,44.6,1,7,9,20,17,1
37.83,58.79,52.48,3,0,36,4,3,6
28.0,47.27,57.35,1,9,13,0,13,6
28.02,63.79,48.61,2,5,9,0,8,2
29.13,67.17,44.42,0,10,5,4,15,4
34.41,62.43,33.3,2,0,25,0,28,4
29.76,61.14,53.09,0,7,3,13,32,5
25.61,56.5,60.49,2,2,13,0,40,0
22.49,46.82,30.38,0,9,33,0,0,6
29.13,46.65,36.41,2,2,5,12,19,1
31.29,60.08,42.87,3,9,18,2,28,2
38.61,69.3,41.21,0,6,39,3,0,3
29.54,54.01,70.0,2,7,15,4,30,5
34.72,64.79,24.84,1,3,24,1,16,3
33.47,61.96,52.46,4,7,14,2,29,3
30.67,67.01,70.0,2,8,9,0,36,4
23.84,40.88,64.6,0,0,11,1,12,6
35.5,64.73,50.91,1,7,11,0,38,1
26.3,56.35,38.58,2,8,39,0,2,1
21.44,43.3,36.7,4,1,23,0,15,2
31.67,71.83,25.15,4,8,42,0,0,3
34.02,65.9,36.28,1,10,20,1,16,1
27.74,58.79,39.22,0,10,7,8,31,4
34.47,62.06,31.47,1,7,10,9,35,1
22.28,44.81,70.0,1,5,8,4,9,4
32.67,66.69,70.0,3,8,14,7,16,6
38.27,69.52,41.61,0,4,6,0,35,5
34.72,55.96,37.9,4,8,9,1,18,0
24.93,55.08,70.0,3,6,39,1,2,6
29.31,44.74,47.53,4,4,8,10,16,5
37.76,59.22,56.24,3,7,15,0,37,2
27.61,57.05,25.26,3,2,18,0,37,3
24.83,54.72,32.76,0,5,32,4,4,0
33.76,53.8,61.55,0,10,10,5,35,5
40.0,60.45,33.52,0,1,7,0,41,2
36.02,74.78,38.64,2,0,18,4,20,1
29.17,58.72,20.0,1,5,12,9,34,0
29.35,51.42,70.0,3,8,37,0,0,4
32.78,63.54,36.29,3,7,25,1,24,2
33.16,56.99,39.99,3,7,16,2,9,1
32.62,52.77,37.75,3,3,19,3,33,6
32.78,73.78,36.5,4,10,1,17,16,6
22.5,43.53,24.16,2,8,38,0,0,0
30.9,58.59,38.32,0,0,13,0,40,3
34.54,55.21,45.01,4,6,8,2,13,3
21.41,53.24,26.72,2,2,21,0,17,1
29.97,69.39,25.39,3,7,37,4,0,0
25.29,61.48,27.71,3,6,7,6,32,6
32.78,68.98,42.07,3,3,6,9,30,1
27.38,50.06,24.55,0,7,43,0,0,3
34.33,67.03,36.49,3,2,5,16,22,5
20.45,45.71,55.91,3,9,40,0,0,5
33.66,76.53,54.93,0,4,41,0,0,5
27.79,51.33,28.88,2,3,42,3,0,3
30.52,54.99,69.02,2,4,43,2,0,0
28.83,64.74,44.66,3,8,39,0,0,4
31.78,66.32,62.44,3,6,19,0,22,2
28.49,61.78,47.46,4,3,35,0,0,1
26.7,61.16,69.76,0,10,8,5,28,2
23.59,48.13,28.61,4,8,40,0,1,5
32.73,67.1,34.06,2,0,8,0,6,4
33.44,67.04,56.66,2,7,7,4,29,0
27.3,58.19,21.84,2,6,8,5,34,5
30.79,53.82,68.44,2,6,11,12,31,1
28.67,55.3,38.91,1,2,6,20,14,0
26.88,59.5,33.0,0,0,13,1,11,1
25.28,48.16,60.97,0,6,11,0,11,4
39.78,59.7,70.0,4,7,12,4,38,5
25.07,48.14,38.76,1,0,4,13,24,6
28.53,58.99,66.34,3,4,32,4,0,1
23.38,59.24,45.99,4,6,35,3,0,0
26.95,52.13,54.83,4,9,9,3,7,5
34.46,67.55,53.28,0,3,7,19,21,5
30.24,57.35,39.81,0,3,41,0,0,3
30.01,48.4,35.35,1,1,6,5,25,2
34.19,69.83,62.1,4,6,8,9,15,3
32.25,50.03,66.47,1,1,10,14,28,1
33.16,66.73,50.78,2,3,21,0,24,4
37.12,70.82,39.36,0,4,10,1,10,5
32.23,69.85,66.56,0,2,4,13,30,6
38.56,68.08,57.75,4,6,25,2,20,0
27.12,58.16,22.74,0,1,40,0,2,6
24.73,51.53,26.69,2,10,13,2,38,2
29.05,63.39,46.94,2,10,10,16,16,5
28.36,52.45,31.86,3,7,24,0,15,1
37.97,57.61,56.51,2,10,4,9,32,5
31.75,49.36,57.18,1,10,15,2,33,1
39.48,79.62,45.0,3,3,38,0,1,2
31.73,51.04,30.08,2,9,10,4,37,5
32.2,72.21,60.57,2,0,35,3,0,0
33.52,56.48,24.69,4,10,41,0,0,5
35.4,66.88,56.01,1,7,20,0,22,3
28.75,56.3,63.61,4,4,6,16,12,6
27.28,44.46,51.74,1,5,8,0,32,1
33.78,69.12,20.23,2,2,42,0,1,3
28.26,60.74,38.67,3,2,11,0,34,1
32.33,64.89,54.65,2,2,39,4,0,6
39.82,68.1,26.42,3,6,10,3,10,2
23.86,58.39,20.05,2,5,16,3,11,2
22.59,56.96,27.15,3,0,16,0,45,0
25.76,66.93,23.29,3,2,10,2,34,5
24.38,52.1,61.63,0,10,6,0,17,5
24.99,61.19,45.63,0,8,8,9,26,4
26.32,57.42,33.27,1,7,13,0,10,4
25.92,59.83,38.31,3,8,5,0,7,1
35.0,75.25,35.02,2,8,12,0,10,2
26.66,68.27,47.59,4,0,12,0,15,0
20.3,54.28,45.3,3,7,18,0,21,1
25.23,45.43,37.13,0,1,37,3,0,2
30.71,56.46,43.4,1,2,40,3,0,1
33.8,58.42,63.96,1,8,10,2,41,0
25.47,48.38,36.0,0,4,24,0,20,0
26.75,60.71,69.47,3,5,6,5,29,2
31.97,52.19,32.94,0,5,40,3,0,1
30.06,63.8,35.07,3,3,42,0,0,1
25.45,53.33,23.38,2,5,39,3,0,6
38.04,64.69,48.58,1,7,14,9,12,5
40.0,75.91,41.53,3,2,14,0,36,5
26.7,49.6,42.38,3,6,45,0,0,2
30.02,65.59,54.31,2,0,6,0,13,1
30.26,44.92,59.46,0,1,9,1,17,1
24.6,42.57,45.33,1,6,3,12,20,0
30.5,56.85,37.55,3,9,5,14,17,3
33.02,75.26,31.06,3,6,10,0,37,0
28.62,46.23,66.04,3,4,10,0,12,5
29.99,69.45,20.0,2,7,8,3,35,0
25.88,62.12,69.37,0,3,5,5,26,1
30.13,68.83,49.19,1,9,20,0,25,3
34.13,72.64,46.55,0,9,21,0,17,6
32.58,55.89,49.25,3,5,10,8,36,2
31.89,67.32,55.3,2,3,10,18,9,2
32.95,48.92,32.88,0,4,8,17,11,2
35.37,75.72,32.49,3,5,15,1,14,5
31.8,60.45,29.67,0,0,14,0,36,2
26.49,68.8,49.84,1,4,13,16,11,4
38.31,61.97,48.6,4,1,43,4,2,5
36.93,64.85,47.1,3,5,38,3,3,1
21.89,47.55,20.0,1,1,15,11,15,2
40.0,75.07,38.95,1,8,17,2,18,2
37.05,69.76,48.65,0,9,7,7,31,2
33.03,57.67,46.12,1,9,11,0,13,5
30.6,60.9,57.87,3,10,8,0,14,6
32.22,60.78,34.61,3,8,6,11,31,2
32.77,60.31,32.09,2,5,35,0,0,5
29.89,52.86,50.67,4,4,12,10,29,6
35.93,68.53,36.36,4,2,13,4,40,6
37.85,64.18,57.45,4,1,14,0,39,6
24.66,47.81,24.37,4,2,30,0,0,5
28.48,69.99,27.05,0,9,40,0,0,5
35.25,55.27,39.3,2,1,39,0,1,0
32.92,51.51,35.47,0,7,22,0,20,4
39.3,71.67,43.17,4,7,36,3,0,6
30.2,43.41,40.91,0,5,11,3,38,6
32.52,64.65,24.55,4,8,21,0,24,1
26.39,58.76,26.14,1,8,39,0,0,6
29.87,57.28,37.3,0,5,17,0,32,2
33.84,67.09,53.03,1,10,13,0,44,6
30.96,55.9,41.09,3,10,13,2,12,2
33.1,57.5,42.07,1,0,17,0,23,3
26.16,59.25,36.27,4,1,36,0,0,0
32.22,68.32,47.1,4,9,15,4,10,3
25.96,57.58,55.01,0,6,15,0,41,1
29.98,56.89,32.9,2,3,36,0,0,6
26.5,52.28,28.61,4,2,7,20,18,6
36.91,73.2,33.96,3,3,11,0,11,4
34.0,73.7,57.78,4,3,39,4,2,3
27.53,51.5,38.22,4,9,25,0,14,0
35.43,50.87,44.74,2,2,18,0,36,5
32.22,54.23,47.91,0,0,7,12,25,2
26.65,56.41,66.61,2,10,14,0,13,1
26.9,42.45,46.23,2,10,8,16,11,3
30.49,55.56,64.02,2,10,11,0,34,2
26.99,44.75,36.06,4,4,12,3,16,6
26.11,58.64,22.93,1,1,40,2,0,1
32.64,56.74,45.11,3,9,34,0,3,6
28.63,63.42,48.86,4,10,21,0,18,0
22.6,60.21,36.97,4,10,18,3,25,3
28.97,68.66,31.32,1,6,39,1,1,2
32.04,68.28,40.21,3,6,21,3,23,1
25.6,54.32,31.26,2,0,14,0,42,6
28.9,60.24,35.76,1,5,40,0,0,2
26.66,60.4,30.09,1,5,33,2,4,0
33.83,61.27,70.0,4,5,12,1,38,2
34.54,63.82,62.84,1,1,42,0,1,1
28.91,41.55,69.89,2,5,9,0,12,5
36.28,62.7,32.29,1,5,37,0,0,3
25.51,66.21,44.24,0,0,21,2,16,2
24.4,60.18,37.67,0,7,42,4,0,5
32.06,46.96,51.16,4,3,8,8,29,1
40.0,71.75,46.13,2,4,8,4,28,5
24.3,54.99,32.02,1,0,4,14,20,2
29.47,59.72,59.54,3,10,2,13,28,4
36.49,69.41,58.49,1,2,45,2,0,2
24.26,61.88,65.71,1,3,6,4,10,5
27.6,56.81,32.67,4,7,0,14,20,5
23.84,61.45,20.0,4,7,8,12,34,4
31.05,59.62,35.9,4,6,46,1,1,6
28.51,55.73,42.73,3,4,34,0,0,6
36.45,68.49,26.71,2,3,21,1,24,0
29.8,66.69,70.0,1,4,11,6,30,4
27.41,49.33,22.31,2,0,30,0,0,4
30.29,48.59,52.49,4,7,20,2,24,5
40.0,69.41,43.69,3,2,12,0,45,0
26.52,49.7,59.42,2,0,8,0,14,6
29.97,57.71,70.0,1,7,8,7,32,2
29.01,57.85,40.02,4,7,16,3,41,4
31.5,53.39,52.53,0,6,1,13,18,2
28.83,59.28,49.24,4,2,33,0,0,1
23.87,61.85,26.36,4,6,44,0,4,1
36.75,69.93,42.63,4,4,9,4,38,6
34.96,53.85,35.07,4,8,42,1,0,4
32.9,66.62,21.84,1,4,39,4,2,2
24.66,59.3,31.83,1,1,37,0,0,1
28.78,65.76,64.46,4,2,9,11,34,0
36.61,57.83,47.58,4,0,26,1,22,6
30.33,61.55,45.94,4,9,13,0,40,1
24.68,45.27,47.81,1,7,21,0,27,5
20.7,52.06,31.55,3,1,24,0,19,3
30.81,65.77,45.65,0,3,11,1,11,2
36.75,74.94,55.55,2,9,37,0,0,3
29.68,55.32,30.31,1,6,19,1,14,4
29.45,51.32,62.42,2,4,13,1,10,4
33.28,70.59,39.69,0,0,10,13,14,6
28.42,49.48,38.23,0,5,9,11,25,1
29.18,67.41,29.21,3,6,8,14,17,6
35.39,69.31,42.02,0,4,12,8,28,0
33.12,66.48,41.95,4,5,7,0,15,0
28.27,69.62,65.41,4,1,3,10,32,1
33.61,68.82,40.58,1,3,13,0,39,0
25.71,55.35,40.7,1,4,40,3,0,0
31.15,66.9,49.75,4,1,14,16,15,2
23.02,62.92,28.92,0,7,41,1,0,5
25.53,52.01,43.54,1,1,8,0,12,6
29.52,46.94,40.51,3,1,32,0,0,0
31.28,59.63,56.79,1,3,10,10,16,5
27.39,58.57,47.88,0,7,17,3,28,6
24.97,57.24,56.69,4,9,8,0,33,1
34.81,77.03,58.09,3,7,36,2,0,0
30.22,68.75,58.39,4,9,12,9,14,1
27.95,52.04,60.22,4,4,12,1,4,0
36.68,59.35,46.12,1,10,42,0,3,3
33.98,50.38,53.63,4,3,8,6,37,2
35.25,65.6,41.85,3,1,45,0,0,4
21.87,46.4,37.57,4,6,16,1,19,4
21.66,44.54,59.31,0,10,38,4,1,3
27.7,51.81,52.3,4,3,9,1,35,6
35.18,71.74,59.5,0,2,7,0,14,0
31.64,58.28,29.1,4,3,36,3,0,0
30.89,46.85,55.84,1,7,3,19,16,5
35.7,57.43,35.8,3,1,9,10,27,6
33.87,54.76,35.38,2,7,26,3,21,0
37.24,59.51,60.24,0,8,8,4,26,0
27.81,67.33,35.83,1,6,25,3,19,0
38.13,56.75,55.03,2,10,27,3,19,1
31.88,69.26,37.67,2,4,3,9,27,4
37.62,56.81,33.81,1,5,11,0,14,0
22.41,58.55,33.15,1,4,9,0,14,6
29.65,57.73,44.42,2,1,13,0,11,4
28.76,50.29,26.63,2,2,15,0,13,6
23.62,54.1,36.08,0,9,17,3,39,1
33.13,65.2,62.77,0,4,14,3,42,6
30.05,49.6,38.88,0,2,11,0,41,5
20.14,55.39,34.9,4,2,7,20,13,2
25.12,59.64,41.7,0,6,33,2,2,3
33.19,62.06,52.48,4,8,12,13,8,1
34.27,61.65,38.7,2,8,19,0,25,5
27.91,57.81,37.13,1,8,20,0,20,4
28.82,53.07,33.55,1,0,2,23,13,3
26.41,53.31,47.82,3,2,8,0,43,2
30.4,55.73,55.43,4,8,34,1,0,1
32.51,54.93,36.01,2,6,21,0,18,2
26.68,58.71,31.63,0,5,24,0,23,0
29.79,52.4,41.74,4,2,24,0,20,5
27.58,61.82,63.26,4,8,15,3,39,1
33.86,71.98,39.51,1,7,20,0,20,3
31.19,54.28,56.93,0,5,34,0,4,4
37.5,78.9,55.18,2,4,4,10,27,2
24.53,51.09,51.48,4,8,13,0,40,1
34.71,71.46,27.27,3,3,38,0,0,3
28.71,61.58,39.06,4,3,39,3,0,6
26.71,56.92,34.15,3,10,32,0,3,1
38.54,57.01,49.61,0,4,26,0,22,2
36.76,71.56,36.82,1,1,17,1,35,5
30.58,51.06,30.0,2,4,10,3,9,5
29.48,49.92,23.52,0,4,15,0,15,1
31.21,58.81,41.61,0,6,5,5,24,4
34.58,58.18,59.64,1,2,14,2,36,0
30.13,63.29,31.12,3,6,1,14,12,0
30.13,58.46,60.18,2,7,11,0,9,5
24.63,53.02,36.99,2,8,24,1,18,5
30.44,63.3,49.43,0,9,7,0,12,6
26.65,56.89,50.34,0,3,6,15,19,4
32.06,55.75,63.43,2,10,41,1,0,0
29.22,51.42,31.77,2,8,36,4,0,0
24.12,52.17,38.96,2,0,17,2,43,3
36.74,54.42,31.68,0,4,26,0,19,4
34.73,70.2,55.44,2,4,4,5,29,2
26.11,42.81,42.69,0,4,17,0,14,5
27.48,43.68,31.29,0,5,38,1,0,5
24.26,56.62,34.63,2,7,22,0,19,4
27.33,58.93,31.31,2,10,24,0,18,6
32.75,57.13,30.99,3,9,8,0,36,5
24.32,64.62,26.9,4,0,5,5,26,1
34.22,66.2,65.25,1,6,8,7,32,0
26.56,61.21,46.73,2,0,3,18,16,5
30.77,60.08,39.33,0,8,19,0,22,0
28.84,59.5,20.0,3,10,9,0,35,3
25.9,59.1,46.8,4,4,23,0,21,6
26.17,51.76,33.52,2,3,35,0,0,1
27.2,62.82,65.08,1,3,10,0,39,6
29.73,48.28,26.09,4,4,40,3,0,4
32.31,63.38,48.51,2,3,6,8,21,5
36.46,63.12,40.28,0,7,34,2,4,6
22.84,59.33,62.69,1,10,10,0,7,5
25.4,56.88,53.51,2,4,10,9,27,4
34.47,55.51,46.55,1,1,10,16,9,1
24.83,57.64,41.53,3,9,23,0,23,5
34.99,53.45,34.55,0,2,5,0,11,4
35.41,55.99,30.99,2,8,14,0,34,3
35.73,68.68,38.23,0,5,26,0,17,4
38.03,72.22,45.56,3,0,7,0,31,0
38.49,73.46,46.36,2,2,3,7,30,5
35.33,57.99,70.0,1,2,12,4,41,5
27.72,44.26,20.0,2,0,11,12,30,6
32.64,48.78,46.52,1,0,43,4,0,0
20.18,51.57,34.03,4,9,22,1,21,4
32.15,57.67,51.66,3,9,9,15,7,6
31.33,55.22,24.37,4,1,12,0,35,6
25.58,54.13,29.55,0,8,9,0,5,3
23.98,55.05,31.37,1,2,34,1,0,3
32.63,64.09,48.36,2,0,3,22,18,5
30.75,52.41,37.5,2,3,38,2,0,6
27.83,48.97,45.35,2,6,16,0,20,3
29.78,57.79,45.7,1,8,7,9,29,0
27.09,53.92,37.19,2,8,22,0,28,5
26.43,60.25,35.78,4,8,15,2,36,3
27.82,48.81,25.68,0,7,44,1,0,2
33.4,62.87,43.1,1,4,23,4,21,6
31.47,62.21,66.18,0,3,12,8,30,6
31.35,67.11,31.38,2,7,11,2,18,1
26.82,51.3,34.82,3,0,8,1,11,2
26.78,65.69,55.2,4,3,7,7,32,0
25.92,47.69,61.97,1,2,6,3,11,6
27.58,42.95,54.69,4,8,9,0,4,0
34.13,69.91,26.15,4,8,4,6,27,6
27.47,46.61,31.72,2,9,8,0,14,2
37.79,66.43,53.61,0,3,13,2,8,6
37.81,64.17,31.59,4,6,39,2,4,6
30.8,58.77,21.23,4,6,44,3,0,4
28.25,54.74,70.0,3,3,15,8,12,2
26.16,45.71,32.82,1,7,36,0,2,6
33.66,67.43,38.06,4,7,41,2,0,4
33.31,66.96,40.72,3,5,7,5,26,3
34.91,57.74,67.05,1,3,8,16,14,3
27.14,52.85,56.68,4,9,11,0,13,2
28.7,54.12,34.2,4,5,27,0,23,5
29.99,45.79,31.39,0,4,18,13,9,0
39.07,73.97,37.05,2,9,10,10,34,0
25.64,57.81,39.15,0,7,9,0,41,0
32.86,61.11,38.13,0,8,25,0,18,5
35.95,56.17,51.09,0,10,9,10,12,3
38.15,76.07,50.5,0,10,41,0,4,6
27.97,61.87,53.56,0,3,9,2,28,3
32.21,69.43,39.24,3,10,12,4,40,1
35.52,75.0,62.64,0,3,16,0,34,5
27.25,57.18,56.38,1,3,11,11,28,6
34.84,55.67,20.0,0,6,41,0,0,0
38.74,72.41,27.4,3,7,11,0,38,3
26.87,52.34,36.12,0,1,16,1,40,2
33.62,61.17,32.6,1,10,9,0,36,4
31.47,70.69,49.36,0,3,10,0,37,2
20.18,49.8,27.78,3,3,21,0,14,2
27.16,55.4,35.51,2,5,44,0,2,0
29.22,51.72,43.95,0,10,26,0,17,6
31.2,50.88,26.64,3,8,46,0,0,5
35.95,72.98,52.9,1,10,3,14,16,3
38.86,75.86,37.69,1,9,6,2,35,1
35.31,77.47,46.4,1,8,6,11,29,4
30.59,56.57,30.01,4,5,4,7,31,4
26.12,58.73,50.26,1,10,7,8,35,4
25.49,50.89,63.63,2,9,12,0,6,2
33.52,57.98,49.92,0,5,5,2,31,5
31.88,52.97,49.87,0,1,26,2,22,6
33.94,55.33,48.3,1,9,17,4,14,6
27.97,47.65,45.75,0,6,8,2,39,1
29.43,65.58,51.3,1,3,26,0,14,5
29.37,58.44,44.49,0,8,28,0,21,0
27.43,56.68,24.36,1,10,19,0,36,1
32.66,59.5,27.0,0,7,33,0,4,5
25.17,43.89,65.91,0,2,33,2,0,6
27.51,55.86,41.39,0,0,14,0,37,0
26.81,58.78,49.15,1,5,14,2,10,4
29.29,69.9,43.81,0,3,28,0,21,6
32.07,63.03,39.38,4,3,42,3,0,1
30.29,69.78,31.58,0,8,15,0,36,2
22.46,48.46,43.17,1,9,17,0,23,2
24.89,41.79,54.45,0,2,15,8,19,6
29.43,62.46,43.26,0,0,0,8,30,4
40.0,76.58,43.4,1,7,16,14,19,3
33.82,63.87,30.01,0,10,12,1,35,6
36.91,75.0,34.75,1,10,8,4,38,4
29.11,66.22,57.05,0,8,15,15,14,4
37.61,71.93,31.01,0,5,8,2,33,5
23.97,42.57,33.9,2,2,5,12,16,4
21.48,43.69,41.22,4,5,13,3,10,6
28.56,69.25,43.73,3,0,34,0,3,3
24.78,56.42,25.51,1,8,14,13,10,2
28.78,60.98,46.86,1,4,18,1,13,3
25.83,42.5,60.32,1,1,7,3,5,4
21.27,59.98,35.59,3,6,9,1,37,0
27.79,46.46,33.4,0,2,13,0,38,0
36.34,67.59,43.01,1,5,40,0,0,5
26.57,52.98,56.7,4,9,3,7,32,3
27.78,57.1,42.64,0,0,10,0,37,4
26.99,44.73,51.9,4,5,6,0,18,2
29.83,64.29,45.68,0,8,16,0,13,3
23.56,56.69,37.04,3,7,7,0,3,0
31.85,62.5,31.51,4,2,36,0,0,2
26.79,58.42,26.41,4,5,8,11,9,4
27.02,55.09,35.69,3,6,36,0,0,6
25.4,59.23,35.65,1,6,38,1,0,3
28.2,47.14,48.34,0,9,37,0,0,2
34.32,61.36,44.53,0,3,11,11,11,5
34.8,76.07,30.81,3,9,7,0,38,4
33.52,65.3,40.12,1,2,9,14,16,3
29.16,51.25,37.86,3,10,17,3,15,6
33.55,69.48,37.73,1,1,42,4,0,0
35.14,68.94,36.73,4,6,12,0,32,0
31.21,67.98,48.85,0,6,10,0,37,4
27.89,53.82,40.72,0,9,14,0,45,6
39.78,72.13,29.77,1,3,7,2,41,4
33.64,62.64,37.52,3,8,9,0,42,3
